PID,SMILES
PID02340,*CCCC(CCNC(=O)c1ccc(C(=O)N*)cc1)C(C)C
PID02341,*CCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02342,*CCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02343,*CCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02344,*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02345,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C
PID02346,*CCCC(C)(C)CCCNC(=O)c1ccc(C(=O)N*)cc1
PID02347,*NC(C)CCC(C)(C)CCCNC(=O)c1ccc(C(*)=O)cc1
PID02348,*CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N*)cc1
PID02349,*CCC(C)(C)CC(C)CNC(=O)c1ccc(C(=O)N*)cc1
PID02350,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1
PID02351,*CCCCCCN(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)C(C)C)C(C)C
PID02352,*CC(F)(F)C(F)(F)C(F)(F)CN(C(=O)CCCCC(=O)N(*)C(C)C)C(C)C
PID02353,*CCCCCCN(C)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)C
PID02354,*CCCC(CC)CCNC(=O)c1ccc(C(=O)N*)cc1
PID02355,*CC(F)(F)C(F)(F)C(F)(F)CN(C)C(=O)CCCCC(=O)N(*)C
PID02356,*c1cccc(NC(=O)CCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1
PID02357,*c1ccc(NC(=O)CCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02358,*c1cccc(NC(=O)CCCCCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1
PID02359,*c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02360,*c1cccc(NC(=O)CCCCCCCCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1
PID02361,*c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02362,*c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02363,*c1cccc(NC(=O)CCCCCCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1
PID02364,*c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02365,*c1cccc(NC(=O)CCCCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1
PID02366,*c1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1
PID02367,*CCCCCCCCCNC(=O)CCCCCCCC(=O)N*
PID02368,*CCCCCCCCNC(=O)CCCCCCC(=O)N*
PID02369,*CC(=O)N*
PID02370,*NC(CCC(=O)OC)C(*)=O
PID02371,*CCCCNC(=O)CC/C=C/CCC(=O)N*
PID02372,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1
PID02373,*C(=O)CCCCC(=O)N1CCN(*)CC1
PID02374,*CCCCCNC(=O)CCCCCCCC(=O)N*
PID02375,*CCCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02376,*CCCCCCCCCCCCNC(=O)C(=O)N*
PID02377,*CCCCCCCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02378,*CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN(*)CC2)CC1
PID02379,*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*
PID02380,*C(=O)N(*)CCCC
PID02381,*CC(C)(C)C(=O)N*
PID02382,*CCCCC(C)CC(=O)N*
PID02383,*CCCC(C)CCC(=O)N*
PID02384,*CC(C)CCCCC(=O)N*
PID02385,*CCCCCCCCCCC(=O)NCCCCCC(=O)N*
PID02386,*NC(C)CC(*)=O
PID02387,*CCCC(=O)N*
PID02388,*CCCC(C)CC(=O)N*
PID02389,*CCCCC(=O)N*
PID02390,*CCCCCCCCCCCCCCCCC(=O)N*
PID02391,*CNC(=O)CCCCC(=O)N*
PID02392,*CNC(=O)CCCCCCCCC(=O)N*
PID02393,*CCNC(=O)CCCCC(=O)N*
PID02394,*CCNC(=O)CCCCCCCCC(=O)N*
PID02395,*CCNC(=O)CCCCCCCCCCC(=O)N*
PID02396,*CCCCNC(=O)CCC(=O)N*
PID02397,*CCCCNC(=O)CCCCCC(=O)N*
PID02398,*CCCCNC(=O)CCCCCCC(=O)N*
PID02399,*CCCCNC(=O)CCCCCCCC(=O)N*
PID02400,*CCCCNC(=O)CCCCCCCCC(=O)N*
PID02401,*CCCCNC(=O)CCCCCCCCCC(=O)N*
PID02402,*CCCCNC(=O)CCCCCCCCCCC(=O)N*
PID02403,*CCCCCNC(=O)CC(=O)N*
PID02404,*CCCCCNC(=O)CCCC(=O)N*
PID02405,*CCCCCNC(=O)CCCCCC(=O)N*
PID02406,*CCCCCNC(=O)CCCCCCC(=O)N*
PID02407,*CCCCCNC(=O)CCCCCCCCC(=O)N*
PID02408,*CCCCCNC(=O)CCCCCCCCCC(=O)N*
PID02409,*CCCCCNC(=O)CCCCCCCCCCCCC(=O)N*
PID02410,*CCCCCCNC(=O)CCCC(=O)N*
PID02411,*CCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*
PID02412,*CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*
PID02413,*CCCCCCCNC(=O)CCCCCCCC(=O)N*
PID02414,*CCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02415,*CCCCCCCNC(=O)CCCCCCCCCC(=O)N*
PID02416,*CCCCCCCCNC(=O)CCCCCCCC(=O)N*
PID02417,*CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*
PID02418,*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*
PID02419,*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*
PID02420,*CCCCCCCCCNC(=O)CCCCCC(=O)N*
PID02421,*CCCCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02422,*CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N*
PID02423,*CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*
PID02424,*CCCCCCCCCCNC(=O)CCCCCCC(=O)N*
PID02425,*CCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*
PID02426,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*
PID02427,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*
PID02428,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*
PID02429,*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*
PID02430,*CCCCCCCCCCCNC(=O)CCCCC(=O)N*
PID02431,*CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02432,*CCCCCCCCCCCCNC(=O)CCCCC(=O)N*
PID02433,*CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02434,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*
PID02435,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*
PID02436,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02437,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*
PID02438,*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*
PID02439,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*
PID02440,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*
PID02441,*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*
PID02442,*NC(C)C(C)C(*)=O
PID02443,*Nc1cccc(C(*)=O)c1
PID02444,*Nc1ccc(C(*)=O)cc1
PID02445,*Nc1ccc(CCC(*)=O)cc1
PID02446,*CCCNC(=O)CC/C=C/CCC(=O)N*
PID02447,*C/C=C/CNC(=O)CC/C=C/CCC(=O)N*
PID02448,*CCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02449,*CCCCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02450,*CCCCCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02451,*CCCCCCCCCCNC(=O)/C(C)=C(\C)C(=O)N*
PID02452,*Cc1ccc(C(=O)N*)cc1
PID02453,*CCCCCCNC(=O)CCC(=O)N*
PID02454,*NC1CC(CCC(*)=O)C1(C)C
PID02455,*CCCCCCCCCNC(=O)CC/C=C/CCC(=O)N*
PID02456,*CCNC(=O)C1CC1C(=O)N*
PID02457,*CCCCCCNC(=O)C1CC1C(=O)N*
PID02458,*CCCCCCNC(=O)C1CC1(C)C(=O)N*
PID02459,*CCCCCCNC(=O)C1C(C)C1C(=O)N*
PID02460,*CCNC(=O)c1ccc(C(=O)N*)cc1
PID02461,*CCCNC(=O)c1ccc(C(=O)N*)cc1
PID02462,*CCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02463,*CCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1
PID02464,*CCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1
PID02465,*CCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1
PID02466,*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccc(C(=O)N*)cc2)cc1
PID02467,*CCCCCCNC(=O)c1ccc(C(C)c2ccc(C(=O)N*)cc2)cc1
PID02468,*CCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02469,*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1
PID02470,*CCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02471,*CCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1
PID02472,*CCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1
PID02473,*CCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1
PID02474,*CCCCCCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1
PID02475,*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02476,*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1
PID02477,*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02478,*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1
PID02479,*CCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1
PID02480,*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1
PID02481,*NC1CC1NC(=O)CCCCCCCCC(*)=O
PID02482,*CC1CC1CNC(=O)CCCCCCCCC(=O)N*
PID02483,*CC1CCC(CNC(=O)CCCC(=O)N*)CC1
PID02484,*CC1CCC(CNC(=O)CCCCC(=O)N*)CC1
PID02485,*CC1CCC(CNC(=O)CCCCCC(=O)N*)CC1
PID02486,*CC1CCC(CNC(=O)CCCCCCC(=O)N*)CC1
PID02487,*CC1CCC(CNC(=O)CCCCCCCC(=O)N*)CC1
PID02488,*CC1CCC(CNC(=O)CCCCCCCCC(=O)N*)CC1
PID02489,*CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N*)CC1
PID02490,*NC1CCC(CCC2CCC(NC(=O)CCCCCCCCC(*)=O)CC2)CC1
PID02491,*NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1
PID02492,*CC1CC1CNC(=O)C1CC1C(=O)N*
PID02493,*NC1CC1NC(=O)c1cccc(C(*)=O)c1
PID02494,*CC1CC1CNC(=O)c1cccc(C(=O)N*)c1
PID02495,*Nc1ccccc1NC(=O)CCCCC(*)=O
PID02496,*Nc1cccc(NC(=O)CCCCC(*)=O)c1
PID02497,*Nc1ccc(NC(=O)CCCCC(*)=O)cc1
PID02498,*Cc1ccc(CNC(=O)CCCCC(=O)N*)cc1
PID02499,*Cc1ccc(CNC(=O)CCCCCC(=O)N*)cc1
PID02500,*Nc1cccc(NC(=O)CCCCCCC(*)=O)c1
PID02501,*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1
PID02502,*Nc1ccccc1NC(=O)CCCCCCC(*)=O
PID02503,*Cc1ccc(CNC(=O)CCCCCCC(=O)N*)cc1
PID02504,*Cc1ccc(CNC(=O)CCCCCCCC(=O)N*)cc1
PID02505,*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1
PID02506,*Nc1ccc(Cc2ccc(NC(=O)CCCCCCCC(*)=O)cc2)cc1
PID02507,*Nc1ccccc1NC(=O)CCCCCCCCC(*)=O
PID02508,*Nc1ccc(NC(=O)CCCCCCCCC(*)=O)cc1
PID02509,*Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCC(*)=O)cc2)cc1
PID02510,*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1
PID02511,*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1
PID02512,*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1
PID02513,*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1
PID02514,*Cc1ccc(CNC(=O)c2cccc(C(=O)N*)c2)cc1
PID02515,*C(=O)N(*)CC(C)CC
PID02516,*CCC(=O)N(*)C
PID02517,*CCCCCCCCCCC(=O)N(*)C
PID02518,*CCCCCCCCCCCC(=O)N(*)C
PID02519,*CCCCCCN(C)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)C
PID02520,*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCCCC(=O)N(*)C)cc1
PID02521,*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)C)cc1
PID02522,*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)CC)cc1
PID02523,*CCCCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1
PID02524,*C(=O)c1ccc(C(=O)N(CC)c2ccc(-c3ccc(N(*)CC)cc3)cc2)cc1
PID02525,*C(=O)c1ccc(C(=O)N(CC)c2ccc(-c3ccc(N(*)CC)cc3C)c(C)c2)cc1
PID02526,*C(=O)c1ccc(C(=O)N(C)c2ccc(Cc3ccc(N(*)C)cc3)cc2)cc1
PID02527,*C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N(*)CC)cc3)cc2)cc1
PID02528,*C(=O)c1ccc(C(=O)N(CCC)c2ccc(Cc3ccc(N(*)CCC)cc3)cc2)cc1
PID02529,*C(=O)c1ccc(C(=O)N(CCCC)c2ccc(Cc3ccc(N(*)CCCC)cc3)cc2)cc1
PID02530,*C(=O)c1ccc(C(=O)N(C)c2ccc(Cc3ccc(N(*)C)c(C)c3)cc2C)cc1
PID02531,*C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N(*)CC)c(C)c3)cc2C)cc1
PID02532,*C(=O)c1ccc(C(=O)N(CCC)c2ccc(Cc3ccc(N(*)CCC)c(C)c3)cc2C)cc1
PID02533,*C(=O)c1ccc(C(=O)N(CCCC)c2ccc(Cc3ccc(N(*)CCCC)c(C)c3)cc2C)cc1
PID02534,*CCC(=O)N(CCN(C(=O)CCN1CCN(*)CC1)C(C)C)C(C)C
PID02535,*C(=O)CCN(C)CCN(C)CCC(=O)N1CCN(*)CC1
PID02536,*C(=O)CCN(CCN(CCC(=O)N1CCN(*)CC1)C(C)C)C(C)C
PID02537,*CCN(C(=O)CCN(C)CCN(C)CCC(=O)N(*)C(C)C)C(C)C
PID02538,*C(=O)C1CC(OC(C)=O)CN1*
PID02539,*C(=O)C1CC(O)CN1*
PID02540,*C(=O)C1CCCN1*
PID02541,*NC(CCCNC(=O)OCc1ccccc1)C(*)=O
PID02542,*NC(CCCCN)C(*)=O
PID02543,*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*
PID02544,*C(=O)CNC(=O)CNC(=O)C1CCCN1*
PID02545,*NC(CCC(=O)OCc1ccccc1)C(*)=O
PID02546,*NC(CCC(=O)O)C(*)=O
PID02547,*NC(CCNC(=O)OCc1ccccc1)C(*)=O
PID02548,*NC(CSC(=O)OCc1ccccc1)C(*)=O
PID02549,*NC(CC(=O)OCCC)C(*)=O
PID02550,*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O
PID02551,*C(=O)CNC(=O)C1CCCN1C(=O)C(C)NC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*
PID02552,*C(=O)C(C)NC(=O)CNC(=O)C1CCCN1*
PID02553,*C(=O)CNC(=O)C(C)NC(=O)C1CCCN1*
PID02554,*NC(C)C(=O)NCC(=O)NCC(=O)NCC(*)=O
PID02555,*NC(C)C(=O)NCC(=O)NCC(*)=O
PID02556,*NC(C)C(=O)NCC(*)=O
PID02557,*NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC(*)=O
PID02558,*NC(C)C(=O)NC(C)C(=O)NCC(*)=O
PID02559,*NC(C)C(*)=O
PID02560,*C(=O)NCCCCCCCCCCNC(=O)c1ccnc(*)c1
PID02561,*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)nc1
PID02562,*C(=O)NCCCCCCCCCCNC(=O)c1cccc(*)n1
PID02563,*C(=O)NCCCCCCCCCCNC(=O)c1cncc(*)c1
PID02564,*C(=O)NCCCCCCNC(=O)c1cccnc1*
PID02565,*C(=O)NCCCCCCNC(=O)c1ccnc(*)c1
PID02566,*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1
PID02567,*C(=O)NCCCCCCNC(=O)c1cccc(*)n1
PID02568,*C(=O)NCCCCCCNC(=O)c1ccncc1*
PID02569,*C(=O)NCCCCCCNC(=O)c1cncc(*)c1
PID02570,*C(=O)NCCCCCCNC(=O)c1cc(*)c(C)nc1C
PID02571,*C(=O)NCCCCCCCCNC(=O)c1ccnc(*)c1
PID02572,*C(=O)NCCCCCCCCNC(=O)c1ccc(*)nc1
PID02573,*C(=O)NCCCCCCCCNC(=O)c1cccc(*)n1
PID02574,*C(=O)NCCCCCCCCNC(=O)c1cncc(*)c1
PID02575,*CCCCCCCCCCNC(=O)c1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)N*)cc2)cc1
PID02576,*Nc1ccc(NC(=O)c2ccc(P(=O)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)cc1
PID02577,*NC(CCCCNC(=O)CCCCC(*)=O)C(=O)O
PID02578,*CCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1
PID02579,*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1
PID02580,*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1
PID02581,*CCCCNC(=O)Cc1ccc(CNC(=O)CCCO*)cc1
PID02582,*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1
PID02583,*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1
PID02584,*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1
PID02585,*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1
PID02586,*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1
PID02587,*OC(C)CNC(=O)CC(*)C
PID02588,*CCCCCCC(=O)NCCCCCCNC(=O)CCCO*
PID02589,*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*
PID02590,*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*
PID02591,*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*
PID02592,*CCCCC(=O)NCCCCCCNC(=O)CCCO*
PID02593,*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*
PID02594,*CCCCCC(=O)NCCCCCCNC(=O)CCCO*
PID02595,*CCNC(=O)Cc1ccc(C(=O)N*)cc1
PID02596,*CCCCCCNC(=O)C(=O)N*
PID02597,*NNC(=O)CCCCCCCCC(*)=O
PID02598,*NNC(=O)CCCCC(*)=O
PID02599,*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1
PID02600,*C(=O)c1ccc(C(=O)N2CC(C)N(*)CC2C)cc1
PID02601,*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1
PID02602,*C(=O)CCN1CCN(CCC(=O)N2CCN(*)CC2)C(C)C1
PID02603,*C(=O)CCN1CCN(CCC(=O)N2CCN(*)CC2)CC1
PID02604,*C(=O)CC/C=C/CCC(=O)N1CCN(*)CC1
PID02605,*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1
PID02606,*C(=O)C1C(C)C1C(=O)N1CCN(*)CC1
PID02607,*C(=O)C1CC1(C)C(=O)N1CCN(*)CC1
PID02608,*C(=O)C1CC1C(=O)N1CCN(*)CC1
PID02609,*CCC(=O)NCCNC(=O)CCN1CCN(*)CC1
PID02610,*c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02611,*c1ccc(C(=O)NCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02612,*c1ccc(C(=O)NCCCC(C)(C)CCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02613,*c1ccc(C(=O)NCC(C)NC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02614,*c1ccc(C(=O)NCCCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02615,*c1ccc(C(=O)NCCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02616,*c1ccc(C(=O)NCC(C)(C)CNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02617,*c1ccc(C(=O)NCCC(C)NC(=O)c2ccc(S(*)(=O)=O)cc2)cc1
PID02618,*Nc1ccc(CC(C)(C)NC(=O)CCC(*)=O)cc1
PID02619,*Nc1ccc(CC(C)(C)NC(=O)CCCCC(*)=O)cc1
PID02620,*Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC(*)=O)cc1
PID02621,*c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1
PID02622,*Nc1ccc(CC(C)(C)NC(=O)c2ccc(C(*)=O)cc2)cc1
PID02623,*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1
PID02624,*c1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1
PID02625,*c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1
PID02626,*c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1
PID02627,*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)OC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1
PID02628,*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)NC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1
PID02629,*NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(*)=O)C(C)C
PID02630,*NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(*)=O)C(C)C)C(C)C
PID02631,*NC(C)C(=O)NCCCC(*)=O
PID02632,*NC(C)C(=O)NCCCCCC(*)=O
PID02633,*NC(C)C(=O)NCCC(*)=O
PID02634,*NC(C)C(=O)NCCCCC(*)=O
PID02635,*NC(C)C(=O)NC(C(*)=O)C(C)C
PID02636,*CC(C)C(=O)N*
PID02637,*NC(CSSCc1ccccc1)C(*)=O
PID02638,*NC(CCC(=O)NCCCCO)C(*)=O
PID02639,*NC(CCC(=O)NCCO)C(*)=O
PID02640,*NC(CCC(=O)NCCCO)C(*)=O
PID02641,*CCC(=O)NCC(=O)N*
PID02642,*CCC(=O)NCCC(=O)NCC(=O)N*
PID02643,*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1
PID02644,*NC(C(*)=O)C(Cc1ccccc1)c1c[nH]cn1
PID02645,*NC(C(*)=O)C(C)CC
PID02646,*NC(CC(C)C)C(*)=O
PID02647,*NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(*)=O)C(C)C
PID02648,*NC(CCCCNC(=O)OCc1ccccc1)C(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)NC(C(*)=O)C(C)C
PID02649,*NC(CCSC)C(*)=O
PID02650,*NC(COC(C)=O)C(*)=O
PID02651,*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O
PID02652,*NC(C(*)=O)C(C)C
PID02653,*NC1CCCC1C(*)=O
PID02654,*CC(C)(CCCC)C(=O)N*
PID02655,*CC(C)(CC)C(=O)N*
PID02656,*CC(C)(CCC)C(=O)N*
PID02657,*C(=O)NC1CCCC(*)O1
PID02658,*CC1CCCC(CNC(=O)CCCCC(=O)N*)C1
PID02659,*CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N*)C1
PID02660,*CC1CCCC(CNC(=O)CCCCCCC(=O)N*)C1
PID02661,*CCCCCCCNC(=O)CCCCCCC(=O)N*
PID02662,*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1
PID02663,*CNC(=O)CC(=O)N*
PID02664,*Oc1ccc(NC(=O)c2cc(C(=O)O)c(C(=O)Nc3ccc(*)cc3)cc2C(=O)O)cc1
PID02665,*NC(CC(=O)OCc1ccccc1)C(*)=O
PID02666,*NC(CC(=O)OCCc1ccccc1)C(*)=O
PID02667,*NC(CC(=O)O)(CC(C)C)C(*)=O
PID02668,*NC(CCC(=O)OCCCCC)C(*)=O
PID02669,*NC(CCC(=O)OCCCC)C(*)=O
PID02670,*NC(CCC(=O)OCc1ccc(Cl)cc1)C(*)=O
PID02671,*NC(CCC(=O)OCc1cccc(Cl)c1)C(*)=O
PID02672,*NC(CCC(=O)OCc1ccccc1Cl)C(*)=O
PID02673,*NC(CCC(=O)OCCCCCC)C(*)=O
PID02674,*NC(CCC(=O)OCCc1ccccc1)C(*)=O
PID02675,*NC(CCC(=O)OCC)C(*)=O
PID02676,*NC(CCC(=O)OCCCl)C(*)=O
PID02677,*NC(CCC(=O)OCCCCCCCC)C(*)=O
PID02678,*NC(CCC(=O)OCCC)C(*)=O
PID02679,*NC(CCC(=O)OCCCc1ccccc1)C(*)=O
PID02680,*CCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*
PID02681,*CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*
PID02682,*NC(C)CCCCC(*)=O
PID02683,*CCCCCCCCCCCCCCCCCCCCCC(=O)N*
PID02684,*C(=O)N(*)c1ccccc1
PID02685,*NNC(=O)C(=O)NNC(=O)CCCCCCCC(*)=O
PID02686,*NC1CC1NC(=O)C1CC1C(*)=O
PID02687,*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*
PID02688,*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCNC(=O)C(=O)N*
PID02689,*CCCCCCCCCCNC(=O)c1ccccc1C(=O)N*
PID02690,*CCNC(=O)CCCCC(=O)NCCNC(=O)C(=O)N*
PID02691,*CCNC(=O)CCCCCCCC(=O)NCCNC(=O)C(=O)N*
PID02692,*CCNC(=O)CCCCCCCCC(=O)NCCNC(=O)C(=O)N*
