SMILES,Cp,Molar Mass (g/mol)
*C[Si](*)(CCC)CCC,1881.92,114.21
*C[Si](*)(CCCC)CCCC,1867.21,142.26
*C[Si](*)(CCCCC)CCCCC,1857.36,170.31
*C[Si](*)(CCCCCC)CCCCCC,1850.29,198.36
*CCC(*)=O,1452.14,56.06
*C(=O)C(*)(C)C,1540.78,70.09
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,1155.44,196.19
*OS(=O)(=O)c1cccc(C(=O)c2cccc(S(=O)(=O)Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c2)c1,1121.2,534.6
*OS(=O)(=O)c1cccc(S(=O)(=O)Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)c1,1123.55,430.49
*CCCCCCS(*)(=O)=O,1361.57,148.23
*CCCCCCS(=O)(=O)CCCCCS(*)(=O)=O,1339.43,282.43
*CCCCCCS(=O)(=O)CCCCS(*)(=O)=O,1314.98,268.4
*CCCCCS(*)(=O)=O,1314.98,134.2
*CCCCCS(=O)(=O)CCCCS(*)(=O)=O,1287.83,254.37
*CCNS(*)(=O)=O,1070.19,107.14
*CCCNS(*)(=O)=O,1155.52,121.17
*C1CCCCC1S(*)(=O)=O,1245.61,146.21
*C1CCCC(S(*)(=O)=O)C1,1245.61,146.21
*OS(=O)(=O)c1ccc(*)cc1,1029.06,156.16
*CC(c1ccccc1)S(*)(=O)=O,1085.34,168.21
*CCCCS(*)(=O)=O,1257.51,120.17
*CCCS(*)(=O)=O,1184.86,106.15
*CC(C)(C)CS(*)(=O)=O,1324.14,134.2
*c1ccc(Cc2ccc(S(*)(=O)=O)cc2)cc1,1064.23,230.28
*CC(C)S(*)(=O)=O,1188.06,106.15
*OS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,1057.89,464.51
*CC(C)(CC)CS(*)(=O)=O,1369.87,148.23
*CS(=O)(=O)C1CCC(*)S(=O)(=O)C1,1102.53,210.28
*c1ccc(*)cc1,1117.07,76.09
*Cc1ccc(*)cc1,1224.51,90.12
*c1ccc(C(*)C)cc1,1306.27,104.14
*Cc1cc(C)c(*)cc1C,1493.02,118.17
*CCc1ccc(*)cc1,1303.0,104.14
*CCc1cccc(*)c1,1303.0,104.14
*CCc1ccc(*)c(C)c1,1406.79,118.17
*CCc1ccc(*)c(CC)c1,1449.29,132.2
*CCc1cc(C)c(*)cc1C,1526.37,132.2
*CCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1186.51,879.09
*CCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1186.51,879.09
*CCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1196.26,893.12
*CCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1196.26,893.12
*CCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1214.87,921.17
*CCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1214.87,921.17
*CCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1248.88,977.27
*CCCCCCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1279.21,1033.38
*CCCCCCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1279.21,1033.38
*CCc1ccc(*)c(C#N)c1,1205.52,129.16
*CCc1ccc(*)c(Cl)c1,1138.64,138.59
*CCc1ccc(*)c(Br)c1,1141.52,183.04
*CCc1cc(Cl)c(*)cc1Cl,1068.61,173.03
*CCc1ccc(*)c2ccccc12,1210.3,178.22
*Cc1cc(*)c(N)c(C)c1N,1362.13,134.18
*c1cccc(*)c1,1117.07,76.09
*/C=C/c1ccc(*)cc1,1374.75,102.13
*CCc1ccc(Cc2ccc(*)cc2)cc1,1266.59,194.26
*c1ccc(C2C(C(=O)OCC)C(*)C2C(=O)OCC)cc1,1368.99,274.3
*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,1121.96,408.48
OCC(*)=C=C=C(*)CO,1243.51,110.11
*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,1389.42,314.3
*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,1173.27,450.48
*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,1138.82,418.48
*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(F)cc1,1121.67,422.45
*=C=C=C(CO)C(=*)C#CCO,1113.26,134.13
*=C=C=C(COC(=O)Nc1ccccc1)C(=*)C#CCOC(=O)Nc1ccccc1,1177.06,434.4
*c1ccc(C2C(C(=O)OC)C(*)C2C(=O)OC)cc1,1319.06,246.25
*CCc1ccc(-c2ccc(*)cc2)cc1,1224.51,180.24
*c1ccc(C(F)(F)C(*)(F)F)cc1,1298.26,176.11
*c1cccc(-c2cccc(C(F)(F)C(F)(F)C(*)(F)F)c2)c1,1275.45,302.21
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,906.16,207.47
*c1cccc(C(F)(F)C(F)(F)C(*)(F)F)c1,1328.75,226.12
*CC(c1ccccc1)c1ccc(*)cc1,1208.69,180.24
*CCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1248.88,977.27
*c1ccc2cc(C3C(C(=O)Oc4ccc(Cl)cc4Cl)C(*)C3C(=O)Oc3ccc(Cl)cc3Cl)ccc2c1,1025.61,582.23
*c1ccc(C2C(C(=O)Oc3ccccc3)C(*)C2C(=O)Oc2ccccc2)cc1,1181.85,370.38
*c1ccc(C2C(C#N)(C(=O)OCCC)C(*)C2(C#N)C(=O)OCCC)cc1,1298.65,352.38
Cc1ccc(cc1)S(=O)(=O)OCCCCC(*)=C=C=C(*)CCCCOS(=O)(=O)c1ccc(C)cc1,1250.76,502.64
CCNC(=O)OCCCCC(*)=C=C=C(*)CCCCOC(=O)NCC,1477.69,398.46
*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,1316.42,494.54
*CCc1cc(Cl)c(*)c(Cl)c1,1068.61,173.03
*C(*)=NC(C)c1ccccc1,1281.07,131.17
*CCc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,984.27,242.92
*CCc1c(C)c(C)c(*)c(C)c1C,1692.09,161.26
*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccccc1,1140.33,254.31
*CCc1cc(*)c(C)cc1C,1526.37,132.2
*c1ccc(*)c(O)c1,1155.47,92.09
*CCc1ccc(*)c(C(C)=O)c1,1347.31,146.18
*CCc1ccc(*)c(C(=O)OC)c1,1354.11,162.18
*C1c2cccc3cccc(c23)C1*,1083.97,176.2
*CCC1(*)CCCCC1,1666.64,110.19
*CCCC1(*)CCCCC1,1682.53,124.22
*CCC(*)C1CCCC1,1661.65,110.19
*CC(*)C1CCCCCC1,1678.1,124.22
*CCC(C)(C)C(*)(C)C,1829.28,112.21
*C1CCC2C(*)CCC12,1510.5,108.18
*C1CC2C3CC4C(C3*)C24C1,1325.68,132.2
*C1C(*)C2CC1C1CCCC21,1448.45,134.21
*C1CC2C3CCC(C3)C2C1*,1448.45,134.21
*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],1815.44,42.08
*C1CCCCC1*,1611.88,82.14
*CCC1CC(*)C2CCCC12,1571.63,136.23
*C12CC3CC(C1)CC(*)(C3)C2,1456.65,134.21
*CCCC(*)C,1812.21,70.13
*CC(*)C1CCCCC1C,1680.84,124.22
*CC(*)C1CCC(C(C)(C)C)CC1,1720.25,166.3
*CCCC(*)CC,1811.4,84.16
*CCCCCC(*)C,1810.82,98.18
*CCCCCC(*)CC,1810.39,112.21
*CCCCCC(*)CCC,1810.05,126.23
*CCCCCC(*)CCCC,1809.78,140.26
*CCCCCC(*)CCCCCC,1809.38,168.31
*CCCCCC(*)CCCCCCCC,1809.09,196.36
*CCCCCC(*)CCCCCCCCCC,1808.87,224.42
*CCCCCC(*)CCCCCCCCCCCC,1808.7,252.47
*CCCCCC(*)CCCCCCCCCCCCCC,1808.57,280.52
*C([2H])([2H])C(*)(C([2H])([2H])[2H])C([2H])([2H])[2H],1829.28,56.1
*CC(*)CCCCCCCCCCCCCCCCCC,1808.57,280.52
*C1CCC(*)C1,1571.63,68.11
*C1C2CCC(C2)C1*,1466.28,94.15
*CCC([2H])C(*)([2H])C,1812.21,70.13
*C1C2CC(C)C(C2)C1*,1513.64,108.18
*C12CC3CC(*)(C1)CC(CCCC)(C3)C2,1564.71,190.32
*C1CC2CC1C(*)C2CCCC,1595.9,150.25
*C1CC2CC1C(*)C2CCCCCC,1629.17,178.31
*C1CC2CC1C(*)C2CCCCCCCCCC,1671.81,234.41
*CCC1CC(*)C2C3CC(CC)C(C3)C12,1556.04,190.32
*CCC1CCC(*)C1,1640.39,96.17
*CCC1CC(*)C2C3CCC(C3)C12,1510.5,162.26
*C*,1807.36,14.03
*CC(*)c1ccc(C(=O)OCCN(CC)CC)cc1,1491.14,247.33
*CC(*)c1ccc(/C(Cc2ccccc2)=N/O)cc1,1241.56,237.29
*CC(*)c1ccccc1COCCCCCCCC,1583.62,246.38
*CC(*)c1ccc2ccc3cccc4ccc1c2c34,1112.51,324.36
*CC(*)c1ccc(C(O)C(F)(F)F)cc1,1347.32,202.17
*CC(*)c1ccc(C=C)cc1,1353.13,130.18
*CC(*)c1cc(OC(C)CC)ccc1OC(C)CC,1597.21,248.35
*CC(*)c1cc(O)ccc1O,1275.63,136.14
*CC(*)c1cc(OC)ccc1OC,1485.36,164.2
*C(c1ccoc1)C(*)[N+](=O)[O-],1284.88,139.11
*CC(*)c1ccc(C=O)cc1,1266.17,132.15
*CC(*)c1ccc(C(=O)OOC(C)(C)C)cc1,1458.93,220.26
*CC(*)c1ccc([Si](C)(C)OC(C)C)cc1,1583.08,206.3
*CC(*)c1cccc(OC(C)=O)c1,1324.21,162.18
*CC(*)c1cccc(NC(C)=O)c1,1280.04,161.2
*CC(*)(C)c1ccc2ccccc2c1,1253.3,180.24
*CC(*)c1ccc(OC)cc1Cl,1242.32,168.61
*CC(*)c1ccc(S(=O)(=O)O)cc1,1096.44,184.21
*CC(*)c1ccc(C([Si](C)(C)C)[Si](C)(C)C)cc1,1658.82,234.38
*CC(*)c1ccc(C[Si](C)(C)C)cc1,1559.62,176.27
*CC(*)c1c([2H])c([2H])c([2H])c([2H])c1[2H],1275.64,104.14
*CC(*)c1ccc(O)c(O)c1,1275.63,136.14
*CC(*)c1ccc(OC)c(OC)c1,1485.36,164.2
*CC(*)c1ccc(O[Si](C)(C)C(C)(C)C)c(O[Si](C)(C)C(C)(C)C)c1,1708.16,336.51
*CC(*)c1ccc(C#C[Si](C)(C)C)cc1,1406.41,186.27
*CC(*)c1cccc(C#C[Si](C)(C)C)c1,1406.41,186.27
*CC(*)c1ccccc1C#C[Si](C)(C)C,1406.41,186.27
*CC(*)c1ccc(CCC#C[Si](C)(C)C)cc1,1458.89,214.32
*CC(*)c1ccc(C#C)cc1,1151.26,128.16
*CC(*)c1ccc(CCC#C)cc1,1269.08,156.22
*C(c1ccccc1)C(*)(C#N)C#N,1061.83,154.17
*C(c1ccccc1)C(*)(C#N)C(=O)OCC,1257.14,201.22
*CC(*)(C)c1ccc(C#N)cc1,1236.82,143.18
*CC(NC=O)C(c1ccccc1)C(*)(C#N)C(=O)OC,1255.19,258.27
*CC(*)(OC(C)=O)c1ccc(OC(C)=O)cc1,1336.73,220.22
*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1356.17,236.22
*CC(*)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1364.91,234.24
*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1389.91,248.27
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,1260.24,298.29
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1278.75,314.29
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1284.81,312.32
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1307.27,326.34
*CC(CC(*)(C#N)C#N)c1ccc(OC(C)=O)cc1,1233.31,240.26
*CC(CC(*)(C#N)C#N)c1ccc(F)cc1,1199.78,200.21
*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,1082.33,216.66
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,1126.41,230.69
*CC(*)c1ccc([N+](=O)[O-])cc1,1306.84,149.15
*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1441.06,380.25
*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1439.36,580.29
*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)C)cc1,1636.02,222.33
*CC(*)c1ccccc1O,1267.31,120.14
*CC(*)c1cccc(O)c1,1267.31,120.14
*CC(*)c1cc(OC)c(OC(C)=O)c(OC)c1,1497.53,222.23
*CC(*)c1cc(OC)c(O)c(OC)c1,1500.03,180.2
*C(/C=N/c1ccccc1C(=O)O)C(*)c1ccccc1,1133.76,263.28
*CC(*)c1ccc(COc2ccc(-c3ccc(C#N)cc3)cc2)cc1,1195.31,311.37
*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,1182.05,183.59
*CC(*)c1ccccc1Br,1115.03,183.04
*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,1335.18,268.31
*CC(*)c1ccc(C2CCCCC2)cc1,1439.2,186.28
*CCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1366.17,282.37
*CCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1387.05,296.39
*CCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1406.04,310.42
*CCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1423.39,324.44
*CCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1439.3,338.47
*CCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1453.95,352.5
*CCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1467.47,366.52
*CCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1480.0,380.55
*CCCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1491.63,394.57
*CC(*)c1cccc(Br)c1,1115.03,183.04
*CC(*)c1ccc(OC(C)=O)c(OC)c1,1411.4,192.21
*CC(*)c1ccc(O)c(OC)c1,1390.29,150.17
*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1440.03,480.27
*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)cc1,1692.22,282.4
*CC(*)c1ccc([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1,1692.22,282.4
*CC(*)c1ccc([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1,1728.7,342.48
*CC(*)c1ccc(CCl)cc1,1168.32,152.61
*CC(*)(C)c1ccc(C(O)C(F)(F)F)cc1,1381.28,216.2
*CC(*)(C)c1ccc(F)cc1,1357.94,136.16
*CC(*)(C)c1ccc(Br)cc1,1168.82,197.06
*CC(*)c1ccc([Si](C)(C)O)cc1,1464.12,164.22
*CC(*)c1ccccc1OC(C)=O,1324.21,162.18
*CC(*)c1ccc(Cn2c3ccccc3c3ccccc32)cc1,1193.9,283.36
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)O,1198.14,220.22
*CC(*)c1cc(OC(=O)c2ccc(CCCC)cc2)ccc1OC(=O)c1ccc(CCCC)cc1,1359.68,456.56
*CCC(c1ccccc1)C(*)c1ccccc1,1275.64,208.29
*CC(*)c1cccc[n+]1C,1345.51,120.17
*CC(*)c1cc[n+](CCCC)cc1,1465.29,162.25
*CC(*)c1cc(C(=O)Oc2ccc(OC)cc2)ccc1C(=O)Oc1ccc(OC)cc1,1287.41,404.4
*CC(*)c1cc[n+](C)cc1,1345.51,120.17
*CC(*)c1c(F)c(F)c(OCC(F)(F)C(F)(F)F)c(F)c1F,1475.81,325.16
*CC(*)c1c(F)c(F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,1458.55,575.21
*CC(*)c1c(F)c(F)c(OC)c(F)c1F,1513.96,207.15
*CC(*)c1ccc(C(OCOC)(C(F)(F)F)C(F)(F)F)cc1,1445.33,314.23
*CC(*)c1ccc(C(OCOC(C)(C)C)(C(F)(F)F)C(F)(F)F)cc1,1491.54,356.3
*CCC1CC(*)C2C3CC(c4ccc(COC(C)CC)cc4)C(C3)C12,1490.08,324.49
*CC(*)c1ccc(OCCOCCOC(C)=O)cc1,1470.81,250.28
*CC(*)c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCC)cc1,1376.98,488.56
*CC(*)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1204.92,271.35
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCC,1444.57,332.42
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCC,1517.86,416.58
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCCCCCC,1552.22,472.68
*CCC(*)(C)c1ccccc1,1395.2,132.2
*CC(*)c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2ccccc2-3)cc1,1423.63,436.65
*CC(*)c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4ccccc4-5)ccc2-3)cc1,1446.27,769.16
*CC(*)c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(-c6ccc7c(c6)C(CCCCCC)(CCCCCC)c6ccccc6-7)ccc4-5)ccc2-3)cc1,1455.25,1101.66
*CC(*)c1cc[n+](CCCCCCCC)cc1,1553.18,218.35
*CC(*)c1cc(-c2ccc(C(=O)OC(C)CC)cc2)ccc1-c1ccc(C(=O)OC(C)CC)cc1,1361.17,456.56
*CC(*)c1cc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)ccc1-c1ccc(C(=O)OC(C)CCCCCC)cc1,1449.2,568.76
*CC(*)c1cc(-c2ccc(C(=O)OC3CC(C)CCC3C(C)C)cc2)ccc1-c1ccc(C(=O)OC2CC(C)CCC2C(C)C)cc1,1428.61,620.84
*CC(*)c1ccc(COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1427.03,366.23
*CC(*)c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1418.05,350.23
*CC(*)c1cccc(N(c2ccc(C)cc2)c2ccc(C)cc2)c1,1282.67,299.4
*CC(*)c1cc(C(=O)OC)ccc1-c1ccc(OCCCCCCCC)cc1,1456.37,366.48
*CC(*)c1cc(C(=O)OCC)ccc1-c1ccc(OCCCCCCCC)cc1,1469.31,380.51
*CC(*)c1cc(C(=O)OCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,1492.52,408.56
*CC(*)c1cc(C(=O)OCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,1512.75,436.61
*CC(*)c1cc(C(=O)OCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,1530.53,464.66
*CC(*)c1cc(C(=O)OCCCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,1546.29,492.71
*CC(*)c1cc(C(=O)OCCCCCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,1560.36,520.77
*CC(*)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,1455.28,245.12
*CC(*)c1ccccc1C(F)(F)F,1338.86,172.15
*CC(*)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1374.61,240.15
*CC(*)c1ccccc1,1275.64,104.14
*CC(*)OC(=O)C(Cl)(Cl)Cl,959.38,189.41
*CC(*)CCCO,1663.88,86.13
*C(O)C(*)(C)C,1653.03,72.1
*/C=C/C(C#N)C*,1532.87,79.1
*/C=C/C(C)C(*)C(=O)OCC,1685.02,140.18
*/C=C/C(C)C(*)C(=O)OC(C)C,1698.36,154.2
*/C=C/C(C)C(*)C(=O)OCC(C)C,1707.44,168.23
*/C=C/C(C)C(*)C(=O)OCCC(C)C,1715.13,182.25
*CCC(*)O,1594.58,58.08
*CCC(*)OC(C)=O,1549.33,100.11
*CC(*)[Si](C)(C)C,1910.14,86.16
*/C=C/C(CN)C(*)C(=O)O,1436.9,127.14
*C(Cl)C(*)OCCCC,1453.74,134.6
*/C=C/C(C(=O)OCCCC)C(*)c1ccccc1,1490.96,230.29
*/C=C/C(C(=O)OC)C(*)c1ccccc1,1420.23,188.22
*CC/C(Cl)=C(/*)Cl,1023.81,122.97
*/C=C/C(CN)C(*)C(=O)O,1436.9,127.14
*=C=C=C(CCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCOS(=O)(=O)c1ccc(C)cc1,1180.82,446.54
*=C=C=C(COC(=O)Nc1ccccc1)C(=*)COC(=O)Nc1ccccc1,1215.74,410.38
*/C=C(/*)c1ccc2ccccc2c1,1153.21,176.2
*/C(=C(/*)c1ccccc1)c1ccccc1,1150.26,178.22
*/C(=C(/*)c1ccccc1)c1ccccc1,1150.26,178.22
*/C=C(/*)c1cccc2ccccc12,1153.21,176.2
*/C=C(/*)c1ccc(N)cc1,1230.43,117.15
*/C=C(/*)c1ccc([N+](=O)[O-])cc1,1306.74,147.13
*/C=C(/*)c1ccc(NC=O)cc1,1232.6,145.16
*/C=C(/*)c1ccc(OC)cc1,1397.76,132.15
*/C=C(/*)c1ccc(Cl)cc1,1100.53,136.57
*/C(C#N)=C(/*)c1ccccc1,1085.42,127.14
*C#C/C(Cn1c2ccccc2c2ccccc21)=C(/*)Cn1c2ccccc2c2ccccc21,1121.96,408.48
*CC(*)OC(=O)OC([2H])([2H])[2H],1525.55,102.09
*CC(*)OC(=O)OCC(Cl)(Cl)Cl,1062.02,219.44
*CC(*)OC(=O)OCC(F)(F)F,1470.87,170.09
*CC(*)OC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1461.72,434.17
*/C(CC)=C(/*)c1ccccc1,1335.77,130.18
*/C(CCCCCC)=C(/*)c1ccccc1,1477.8,186.28
*/C(Cl)=C(/*)c1ccccc1,1025.85,136.57
*/C(Cl)=C(/*)CCCC,1369.77,116.58
*/C(Cl)=C(/*)CCCCCC,1454.64,144.63
*/C(Cl)=C(/*)CCCCCCCC,1511.93,172.69
*/C(C)=C(/*)[Si](C)(C)CCCCCC,1824.23,168.3
*/C(C)=C(/*)[Si](C)(C)C[Si](C)(C)C,1880.02,156.27
*/C(C)=C(/*)[Si](C)(C)CC[Si](C)(C)C,1874.03,170.3
*/C=C(/*)C(CCCCC)[Si](C)(C)C,1867.9,168.3
*/C=C(/*)C(CCCCCCC)[Si](C)(C)C,1859.25,196.35
*/C=C(/*)C#CS(F)(F)(F)(F)F,1355.06,176.12
*/C(C#CS(F)(F)(F)(F)F)=C(/*)S(F)(F)(F)(F)F,1355.15,302.18
*CC(*)n1c2ccccc2c2cc3ccccc3cc21,1152.02,267.31
*CC(*)n1c2ccccc2c2c3ccccc3ccc21,1152.02,267.31
*/C=C/C1=C(O)C(O)=C(*)C1,1437.71,122.12
*CC(*)CCCn1c2ccccc2c2ccccc21,1291.88,235.32
*/C=C(/*)C#N,1238.05,51.05
*CC(*)CCCCn1c2ccccc2c2ccccc21,1320.88,249.34
*/C=C(/*)OCCCC,1791.01,98.14
*/C=C(/*)CO,1604.65,56.06
*C#C/C(=C(/*)c1ccccc1)c1ccccc1,1074.96,202.24
*=C(C1=CC(=*)c2ccccc21)c1ccccc1,1125.4,202.24
*C(C)C(*)[N+](=O)[O-],1557.19,87.08
*CC(*)(CC(=O)O)C(=O)O,1206.01,130.1
*CC(*)OCC(=O)OC,1559.59,116.11
*CC(*)OCC(=O)O,1392.72,102.09
*CC(*)OCC(N)=O,1422.57,101.11
*CC(*)N1CCCC1=S,1290.76,127.21
*/C=C/CC(C*)c1ccccc1,1481.21,144.21
*/C=C/CC(C*)(c1ccccc1)c1ccccc1,1345.0,220.3
*CC(*)C(=O)n1sc2ccccc2c1=O,1112.72,205.24
*CC(*)n1c2ccc(Cl)cc2c2cc(Cl)ccc21,1038.26,262.12
*CC(*)n1c2ccc(Br)cc2c2cc(Br)ccc21,1066.69,351.02
*CC(*)n1c2ccc(I)cc2c2cc(I)ccc21,1120.96,445.02
*CC(*)S(C)=O,1401.81,90.15
*CC(*)[Si](C)(C)c1ccccc1,1491.21,148.22
*CC(*)[Si](C)(C)Cc1ccccc1,1518.54,162.25
*=C=C=C(CCCCOC(=O)NC(C)C)C(=*)CCCCOC(=O)NC(C)C,1500.97,426.51
*C(*)(C#N)C#N,877.44,64.05
*/C=C(/*)CNCc1ccccc1,1343.96,145.2
*/C=C(/*)c1ccc(C#C)cc1,1148.65,126.15
*/C=C(/*)c1cccc(C#C)c1,1148.65,126.15
*CC(*)[Si](OCC)(OCC)OCC,1807.6,176.23
*/C=C(/*)c1cccc(Br)c1,1112.81,181.02
*/C=C(/*)c1cccc(Cl)c1,1100.53,136.57
*/C=C(/*)c1cccc([Si](C)(C)C)c1,1541.02,160.23
*CC(*)OCCOCCOCCOC,1747.37,190.23
*CC(*)OC(=O)CC(C)=O,1450.31,128.12
*/C=C/C1CC(*)C([Si](C)(C)C)C1,1814.86,152.25
*/C=C/C1CC(*)C([Si](C)(C)C[Si](C)(C)C)C1,1853.27,210.36
