PID,SMILES,Cp,No Zero Cp Group
P392746,*Oc1ccc(NC(=O)/C=C/C(=O)NNC(=O)/C=C/C(=O)Nc2ccc(OC(=O)/C=C/C(=O)NNC(=O)/C=C/C(*)=O)cc2)cc1,1023.13,True
P392747,*Oc1ccc(NC(=O)/C=C/C(=O)NNC(=O)/C=C/C(=O)Nc2ccc(OC(=O)c3ccccc3C(=O)NNC(=O)c3ccccc3C(*)=O)cc2)cc1,995.48,True
P392748,*O/C(=C/CC)C(CC)C(*)=O,1406.09,True
P400001,*Nc1ccc(-c2ccc(NC(=O)CCCCCCCCC(*)=O)c(O)c2)cc1O,1190.75,True
P400002,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(S)c2)cc1S,1033.1,True
P400003,*CCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,1167.04,True
P400004,*CCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,1193.74,True
P400005,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1128.0,True
P400006,*NNC(=O)c1cccc(C(*)=O)c1,946.05,True
P400007,*NNC(=O)c1ccc2cc(C(=O)NNC(=O)c3cccc(C(*)=O)c3)ccc2c1,933.8,True
P400008,*NNC(=O)c1ccc(-c2ccc(C(=O)NNC(=O)c3cccc(C(*)=O)c3)cc2)cc1,963.07,True
P400009,*NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(C(*)=O)cc2)c1,946.05,True
P400010,*CCC(C)CC(CC)CNC(=O)c1ccc(C(=O)N*)cc1,1293.94,True
P400011,*CCC(CC)CC(C)CNC(=O)c1ccc(C(=O)N*)cc1,1293.94,True
P400012,*Cc1cccc(CN(C)C(=O)CCCCC(=O)N(*)C)c1,1359.55,True
P400014,*C(=O)Cc1ccc(C(=O)N2CCN(*)CC2)cc1,1241.41,True
P400015,*C(=O)/C=C(\C)C(=O)N1CCN(*)CC1,1341.52,True
P400016,*C(=O)/C=C(\C)C(=O)N1CC(C)N(*)CC1C,1363.93,True
P400017,*C(=O)/C(C)=C(\C)C(=O)N1CC(C)N(*)CC1C,1380.22,True
P400018,*CCCCCCCCCCCCCCC(=O)N*,1638.32,True
P400019,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,1425.51,True
P400020,*Cc1c(C)c(C)c(CNC(=O)CCCC(=O)N*)c(C)c1C,1347.49,True
P400021,*NC(C)(CCC)CC(*)=O,1425.89,True
P400022,*CCCCCCNC(=O)/C=C/CC/C=C/C(=O)N*,1406.11,True
P400023,*CCCCCCCNC(=O)/C=C/CC/C=C/C(=O)N*,1427.4,True
P400024,*CCCCCCCCCCNC(=O)/C=C/CC/C=C/C(=O)N*,1479.57,True
P400025,*C(=O)/C=C/CC/C=C/C(=O)N1CCN(*)CC1,1393.76,True
P400026,*CCCCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1339.69,True
P400027,*CCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCNC(=O)C(=O)N*,1489.18,True
P400028,*CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)C(=O)N*,1546.68,True
P400029,*CC1CCC(CNC(=O)CCCCCCCCC(=O)NCC2CCC(CNC(=O)C(=O)N*)CC2)CC1,1423.8,True
P400030,*CC1CCCC(CC(=O)N*)C1,1439.76,True
P400031,*CCCCCCC(=O)N(*)C,1580.27,True
P400032,*NNC(=O)CCCCC(=O)NNC(=S)c1cccc(C(*)=S)c1,1021.85,True
P400033,*CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N*,1507.19,True
P400034,*Nc1ccccc1NC(=O)CCC(*)=O,1073.08,True
P400035,*Nc1ccccc1NC(=O)CCCC(*)=O,1123.51,True
P400036,*Nc1ccccc1NC(=O)CCCCCC(*)=O,1206.1,True
P400037,*Nc1ccccc1NC(=O)CCCCCCCC(*)=O,1270.89,True
P400038,*Nc1ccccc1NC(=O)CCCCCCCCCCC(*)=O,1345.53,True
P400039,*Nc1cccc(NC(=O)CCC(*)=O)c1,1073.08,True
P400040,*Nc1cccc(NC(=O)CCCC(*)=O)c1,1123.51,True
P400041,*Nc1cccc(NC(=O)CCCCCC(*)=O)c1,1206.1,True
P400042,*Nc1cccc(NC(=O)CCCCCCCC(*)=O)c1,1270.89,True
P400043,*Nc1cccc(NC(=O)CCCCCCCCCC(*)=O)c1,1323.07,True
P400044,*Nc1cccc(NC(=O)CCCCCCCCCCC(*)=O)c1,1345.53,True
P400045,*Nc1ccc(NC(=O)CCC(*)=O)cc1,1073.08,True
P400046,*Nc1ccc(NC(=O)CCCCCCCCCCC(*)=O)cc1,1345.53,True
P400047,*CCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1308.55,True
P400048,*CCN(CCCC)C(=O)c1ccc(C(=O)N(*)CCCC)cc1,1401.09,True
P400049,*CCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1335.42,True
P400050,*CCCCCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1401.09,True
P400054,*NC1CCC(CC(C)(C)NC(=O)CCCCC(*)=O)CC1,1433.47,True
P400055,*Cc1c(C)c(C)c(CNC(=O)CCCCC(=O)N*)c(C)c1C,1368.75,True
P400056,*C(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)N3CCN(*)CC3)cc2)cc1,1092.32,True
P400057,*C(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)N3CC(C)N(*)CC3C)cc2)cc1,1122.64,True
P400058,*NC(C)CNC(=O)C1CC1C(*)=O,1206.93,True
P400059,*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,1359.55,True
P400060,*Cc1ccc(CN(C)C(=O)CCCCCCC(=O)N(*)C)cc1,1401.09,True
P400061,*Cc1ccc(CN(C)C(=O)CCCCCCCCC(=O)N(*)C)cc1,1435.57,True
P400062,*Cc1ccc(CN(C)C(=O)CCCCCCCCCCC(=O)N(*)C)cc1,1464.67,True
P400063,*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCC(=O)N(*)C)cc1,1489.53,True
P400064,*Cc1ccc(CN(CC)C(=O)CCCCC(=O)N(*)CC)cc1,1401.09,True
P400065,*Cc1ccc(CN(CC)C(=O)CCCCCCC(=O)N(*)CC)cc1,1435.57,True
P400066,*Cc1ccc(CN(CC)C(=O)CCCCCCCCC(=O)N(*)CC)cc1,1464.67,True
P400067,*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,1489.53,True
P400068,*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCC(=O)N(*)CC)cc1,1511.04,True
P400069,*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCCCC(=O)N(*)CC)cc1,1529.81,True
P400070,*CCCCCCN(C)C(=O)CCCCCCCCCCC(=O)N(*)C,1617.91,True
P400071,*CCCCCCN(C)C(=O)CCCCCCCCCCCCC(=O)N(*)C,1632.4,True
P400072,*CCCCCCN(C)C(=O)CCCCCCCCCCCCCCC(=O)N(*)C,1644.84,True
P400073,*CCCCCCN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC,1632.4,True
P400074,*CCCCCCN(CC)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)CC,1665.07,True
P400075,*CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N*)cc1,1352.73,True
P400076,*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,1404.42,True
P400077,*NC(CCCCNC(=O)CCCCC(=O)NCCCCC(NC(=O)CCCCC(*)=O)C(=O)O)C(=O)O,1338.28,True
P400078,*C(=O)CC/C=C/CCC(=O)N1CCN(*)CC1,1441.4,True
P400079,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)cc2)cc1,1014.82,True
P400080,*Nc1ccc(NC(=O)c2cc(C(=O)O)c(C(*)=O)cc2C(=O)O)cc1,975.91,True
P400081,*Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)cc2)cc1,987.2,True
P400082,*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(S(*)(=O)=O)cc3)cc2)cc1,954.01,True
P400083,*NC(CC(*)=O)C(=O)OCC(C)C,1325.98,True
P400084,*NC(C)C(C)(C)C(*)=O,1341.49,True
P400085,*C(=O)c1ccc(S(=O)(=O)c2ccc(C(=O)N3CCN(*)C(C)C3)cc2)cc1,1108.05,True
P400086,*C(=O)CCN(CCC(=O)N1CCN(*)CC1)CC(=O)NC(C)C(=O)O,1349.51,True
P400087,*C(=O)CCN(CCC(=O)NC(C)C(=O)O)CCC(=O)N1CCN(*)CC1,1367.63,True
P400088,*C(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,1268.53,True
P400089,*C(=O)CNC(=O)C1CCCN1C(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)C1CCCN1*,1235.29,True
P400090,*C(=O)CNC(=O)C(C)NC(=O)C(C)NC(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,1235.29,True
P400091,*NC(Cc1ccccc1)C(=O)NC(C)C(=O)NCC(*)=O,1127.11,True
P400093,*NC(C)(C)C(*)=O,1237.28,True
P400094,*Nc1ccc2c(c1)Cc1cc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)ccc1-2,986.94,True
P400095,*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,1517.02,True
P400096,*NC(CCC(=O)OCCCCCCCCCCCC)C(*)=O,1544.41,True
P400097,*NC(CCC(=O)OCCCCCCCCCCCCCC)C(*)=O,1567.07,True
P400098,*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(*)=O,1586.14,True
P400099,*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(*)=O,1602.4,True
P400100,*C(=O)NCCCCCCNC(=O)C1C=CNN1*,1304.9,True
P400102,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,1104.45,True
P400103,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,1080.71,True
P400104,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,1097.01,True
P400105,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,1072.14,True
P400106,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,1047.03,True
P400107,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,1015.67,True
P400108,*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(=O)c4ccc(C(*)=O)c(C(=O)O)c4)cc3C(=O)O)cc2)cc1,985.78,True
P400113,*NC(=O)c1ccc(C(=O)Nc2ccc3c(c2)[nH]c(=O)c2cc(*)ccc23)cc1,941.9,True
P400114,*C(=O)CCCCCCCCC(=O)N1CC(C)N(*)CC1C,1522.09,True
P400115,*C(=O)CCCCCCCCC(=O)NC1CCCCN(*)C1,1507.11,True
P400116,*Nc1cc(NC(=O)C(*)=O)ccc1C,1007.53,True
P400117,*NC(CCC(=O)OCc1ccc([N+](=O)[O-])cc1)C(*)=O,1152.19,True
P400118,*NC(CCC(=O)OCc1ccc(C)cc1)C(*)=O,1220.31,True
P400119,*C(=O)/C=C/C(=O)N1CC(C)N(*)CC1C,1345.3,True
P400120,*C(=O)C1CCCCC1C(=O)N1CC(C)N(*)CC1C,1424.49,True
P400122,*=Nc1ccc(/N=C2\C(=O)N=C(OC(=S)Nc3ccc(NC(=S)OC4=NC(=O)C(=*)C(=O)N4)cc3)NC2=O)cc1,914.58,True
P400126,*CCC(C)CCC(=O)N*,1456.16,True
P400128,*c1cccc(NC(=O)c2cc(C(c3ccc(C(=O)O)c(C(=O)Nc4cccc(S(*)(=O)=O)c4)c3)(C(F)(F)F)C(F)(F)F)ccc2C(=O)O)c1,972.07,True
P400129,*Nc1ccc(-c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,1008.83,True
P400130,*CCCCCCNC(=O)c1c(F)c(F)c(C(=O)N*)c(F)c1F,1181.72,True
P400131,*C(=O)c1c(Cl)c(Cl)c(C(=O)N2CCN(*)CC2)c(Cl)c1Cl,1000.25,True
P400132,*C(=O)c1c(F)c(F)c(C(=O)N2CCN(*)CC2)c(F)c1F,1148.98,True
P400133,*Nc1ccc(NC(=O)c2c(Cl)c(Cl)c(C(*)=O)c(Cl)c2Cl)cc1,866.81,True
P400134,*Nc1ccc(NC(=O)c2c(F)c(F)c(C(*)=O)c(F)c2F)cc1,976.81,True
P400135,*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)c1,974.65,True
P400136,*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc1,974.65,True
P400137,*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccccc4)cc(C(*)=O)c3)cc2)cc1,1011.11,True
P400138,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(NC(=O)c4ccccc4)cc(C(*)=O)c3)cc2)cc1,1041.15,True
P400139,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5C6C=CC(C6)C5C4=O)c3)cc2)cc1,1057.78,True
P400140,*Nc1cc(Cc2ccc(O)c(NC(=O)c3ccc(C(*)=O)cc3)c2)ccc1O,989.99,True
P400141,*Nc1ccccc1NC(=O)c1cccc(C(*)=O)c1,974.65,True
P400142,*Nc1ccccc1NC(=O)c1ccc(C(*)=O)cc1,974.65,True
P400144,*C(=O)N(*)C=C,1178.62,True
P400149,*NNC(=O)C(*)=O,866.88,True
P400150,*NNC(=O)C(=O)NNC(=O)CCCCC(*)=O,1098.08,True
P400151,*NNC(=O)C(=O)NNC(=O)CCCCCCCCC(*)=O,1238.04,True
P400152,*NNC(=O)CCC(=O)NNC(=O)CCCCC(*)=O,1175.72,True
P400153,*NNC(=O)CCC(=O)NNC(=O)CCCCCCCCC(*)=O,1289.17,True
P400154,*NNC(=O)CCCCC(=O)NNC(=O)CCCCCCCC(*)=O,1311.44,True
P400155,*NNC(=O)CCCCC(=O)NNC(=O)CCCCCCCCC(*)=O,1331.87,True
P400156,*NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC(*)=O)CC1,1234.71,True
P400157,*NNC(=O)CCCCCCCC(=O)NNC(=O)CCCCCCCCC(*)=O,1384.18,True
P400158,*NNC(=O)CCCCCCCCCCCC(*)=O,1470.61,True
P400159,*NNC(=O)CCCCCCCCCCCCCCCCC(*)=O,1546.68,True
P400160,*NNC(=O)c1cccc(C(=O)NNC(=O)C(*)=O)c1,918.6,True
P400163,*NNC(=O)c1cccc(C(=O)NNC(=O)CCCCC(*)=O)c1,1082.46,True
P400164,*NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC(*)=O)cc1,1082.46,True
P400165,*NNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCC(*)=O)cc1,1170.51,True
P400166,*NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC(*)=O)c1,1195.3,True
P400167,*NNC(=O)c1cccc(C(=O)NNC(=O)C2CCC(C(*)=O)CC2)c1,1091.59,True
P400168,*NNC(=O)c1cccc(C(=O)NNC(=O)C2CCCC(C(*)=O)C2)c1,1091.59,True
P400169,*NNC(=O)c1cc(Cl)cc(C(=O)NNC(=O)c2cccc(C(*)=O)c2)c1,911.81,True
P400170,*NNC(=O)c1cc(Cl)c(C(=O)NNC(=O)c2cccc(C(*)=O)c2)cc1Cl,883.06,True
P400171,*NNC(=O)c1cc(C(=O)NNC(=O)c2cccc(C(*)=O)c2)cc(C(C)(C)C)c1,1048.63,True
P400172,*NNC(=O)c1cccc(C(=O)NNC(=O)C(CCCCCCCCC(Oc2cccc(C=O)c2)C(*)=O)Oc2cccc(C=O)c2)c1,1142.1,True
P400175,*NNC(=O)c1ccc(C(*)=O)cc1,946.05,True
P400181,*C(=O)c1ccc(C(=O)N(C)N(*)C)cc1,1161.41,True
P400190,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(O)c2)cc1O,956.89,True
P400191,*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)c(O)c2)cc1O,956.89,True
P400192,*c1cccc(N2CC(=O)N(*)CC2=O)c1,1114.87,True
P400193,*c1ccc(C)c(N2CC(=O)N(*)CC2=O)c1,1156.72,True
P400194,*c1ccc(Cc2ccc(N3CC(=O)N(*)CC3=O)cc2)cc1,1128.09,True
P400195,*c1ccc(S(=O)(=O)c2ccc(N3CC(=O)N(*)CC3=O)cc2)cc1,1031.23,True
P400196,*C(=O)N(*)CC,1356.22,True
P400197,*C(=O)N(*)CCC,1430.57,True
P400198,*C(=O)N(*)CC(C)C,1441.51,True
P400199,*C(=O)N(*)CCCCC,1523.98,True
P400200,*C(=O)N(*)CCCCCC,1555.23,True
P400201,*C(=O)N(*)CCCCCCC,1580.27,True
P400202,*C(=O)N(*)CCCCCCCCCCC,1644.84,True
P400203,*C(=O)N(*)CCCCCCCCCCCCCCCCCC,1698.84,True
P400204,*C(=O)N(*)CC=C,1284.75,True
P400205,*C(=O)N(*)CCCCCCCCC=C,1567.81,True
P400206,*C(=O)N(*)Cc1ccccc1,1134.84,True
P400207,*C(=O)N(*)c1cccc(C)c1,1125.46,True
P400208,*C(=O)N(*)c1ccc(OC)cc1,1117.36,True
P400209,*NC(CC(*)=O)C(C)C,1375.51,True
P400210,*NC(CC(*)=O)c1ccccc1,1113.32,True
P400211,*NC(C(C)C)C(C)(C)C(*)=O,1404.29,True
P400212,*NC(c1ccccc1)C(C)(C)C(*)=O,1178.49,True
P400213,*NC(C)(C)C(C)(C)C(*)=O,1362.59,True
P400214,*Nc1cccc(NC(=O)c2cc(C(*)=O)c(C(=O)O)cc2C(=O)O)c1,975.91,True
P400215,*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)c(C(=O)O)cc3C(=O)O)cc2)cc1,1014.82,True
P400216,*c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(S(*)(=O)=O)cc3)c(C(=O)O)cc2C(=O)O)cc1,958.79,True
P400217,*Nc1cc(NC(=O)c2cccc(C(*)=O)c2)ccc1Cl,925.99,True
P400218,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)ccc1Cl,925.99,True
P400219,*C(=O)c1cccc(C(=O)N(C)c2cccc(N(*)C)c2)c1,1125.46,True
P400220,*C(=O)c1cccc(C(=O)N(C)c2ccc(Cl)c(N(*)C)c2)c1,1064.06,True
P400221,*C(=O)c1ccc(C(=O)N(C)c2cccc(N(*)C)c2)cc1,1125.46,True
P400222,*C(=O)c1ccc(C(=O)N(C)c2ccc(Cl)c(N(*)C)c2)cc1,1064.06,True
P400223,*CCCCNC(=O)C(=O)N*,1238.04,True
P400224,*CCCCCCNC(=O)C(O)C(O)C(=O)N*,1267.68,True
P400225,*CCCCCCNC(=O)C(O)C(O)C(O)C(O)C(=O)N*,1230.04,True
P400227,*NC(C)CC(C)NC(=O)c1cccc(C(*)=O)c1,1169.93,True
P400228,*NC(C)CC(C)NC(=O)c1ccc(C(*)=O)cc1,1169.93,True
P400231,*CCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1213.07,True
P400232,*CCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1232.52,True
P400233,*CCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1250.75,True
P400234,*CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1267.85,True
P400235,*CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1283.93,True
P400236,*CCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,1313.38,True
P400237,*NC(C=C)CC(*)=O,1230.49,True
P400238,*NC(CC)CC(*)=O,1356.78,True
P400239,*CCCCC(Cl)(Cl)C(=O)N*,1093.7,True
P400241,*Nc1ccc(-c2ccc(NC(=O)c3cc(-c4ccc(C(=O)O)c(C(=O)Nc5ccc(-c6ccc(NC(=O)c7cccc(C(*)=O)c7)cc6)cc5)c4)ccc3C(=O)O)cc2)cc1,992.97,True
P400242,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(=O)Nc4ccc(-c5ccc(NC(=O)c6ccc(C(=O)c7ccc(C(*)=O)c(C(=O)O)c7)cc6C(=O)O)cc5)cc4)c3)cc2)cc1,987.16,True
P400243,*Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)Nc4ccc(-c5ccc(NC(=O)c6cccc(C(*)=O)c6)cc5)cc4)c(C(=O)O)cc3C(=O)O)cc2)cc1,988.16,True
P400244,*Nc1cccc(CCc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,1056.42,True
P400245,*Nc1cccc(/C=C/c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,1023.3,True
P400246,*Nc1cccc(C#Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,955.81,True
P400247,*Nc1cccc(CCc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,1056.42,True
P400248,*Nc1cccc(/C=C/c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,1023.3,True
P400249,*Nc1cccc(C#Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,955.81,True
P400250,*Nc1ccc(CCc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1056.42,True
P400251,*Nc1ccc(/C=C/c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1023.3,True
P400252,*Nc1ccc(C#Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,955.81,True
P400253,*Nc1ccc(CCc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1056.42,True
P400254,*Nc1ccc(/C=C/c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1023.3,True
P400255,*Nc1ccc(C#Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,955.81,True
P400256,*NNC(=O)c1ccc(NC(=O)c2cc(C(*)=O)cc(N3C(=O)c4ccccc4C3=O)c2)cc1,949.15,True
P400257,*NNC(=O)c1ccc(NC(=O)c2cc(C(*)=O)cc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2)cc1,883.47,True
P400258,*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1,1223.29,True
P400264,*Nc1ccccc1-c1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,989.4,True
P400265,*Nc1ccccc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,989.4,True
P400266,*Nc1ccccc1-c1ccc(NC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,998.4,True
P400267,*c1ccc(C(=O)Nc2ccc(-c3ccccc3NC(=O)c3ccc(S(*)(=O)=O)cc3)cc2)cc1,967.67,True
P400268,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,840.49,True
P400269,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,840.49,True
P400270,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,872.12,True
P400271,*c1ccc(C(=O)Nc2ccc(-c3cc(Br)ccc3NC(=O)c3ccc(S(*)(=O)=O)cc3)cc2)cc1,861.1,True
P400272,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)Oc2ccccc2)c1,996.25,True
P400273,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)Oc2ccc(-c3ccccc3)cc2)c1,1003.14,True
P400274,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)Oc2cccc3ccccc23)c1,976.37,True
P400275,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)OC(c2ccccc2)c2ccccc2)c1,1021.72,True
P400276,*NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(*)=O)cc2)cc1,1034.57,True
P400277,*NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1009.32,True
P400281,*NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1012.42,True
P400282,*NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)c2ccccc12,994.13,True
P400283,*NC(CCC(*)=O)C(=O)OCc1ccccc1,1188.46,True
P400284,*NC(CCC(*)=O)C(=O)OC,1260.99,True
P400285,*NC(CCCNC(=O)c1ccccc1)C(*)=O,1153.94,True
P400286,*NC(CCCNC(=O)c1ccc(F)cc1)C(*)=O,1127.86,True
P400287,*NC(CCCNC(=O)c1ccc(Cl)cc1)C(*)=O,1076.99,True
P400288,*NC(CCCNC(=O)c1ccc(Br)cc1)C(*)=O,913.19,True
P400289,*CCCCCCCCCCC(=O)NCC(=O)N*,1470.61,True
P400290,*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)ccc1C,1015.99,True
P400291,*CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N*,1399.14,True
P400292,*CCCCCCC(=O)NCCCCC(=O)NCCC(=O)N*,1399.14,True
P400293,*NC(CC(=O)OCc1ccc(C)cc1)C(*)=O,1182.75,True
P400294,*CCCCCCCCCCCC(=O)NCC(=O)N*,1489.18,True
P400295,*CNC(=O)CCCCCC(=O)N*,1331.87,True
P400296,*CNC(=O)CCCC(=O)N*,1238.04,True
P400297,*CNC(=O)CCCCCCC(=O)N*,1368.07,True
P400298,*CNC(=O)CCCCCCCCCCC(=O)N*,1470.61,True
P400299,*CCCCNC(=O)CC(=O)N*,1289.17,True
P400300,*CCCCCCNC(=O)CC(=O)N*,1368.07,True
P400301,*CCCCCCCCNC(=O)CC(=O)N*,1426.12,True
P400302,*CCCCCCCCCNC(=O)CC(=O)N*,1449.74,True
P400303,*CCCCCCCCCCCCNC(=O)CC(=O)N*,1505.81,True
P400304,*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2F)cc1F,953.24,True
P400305,*N/C(C)=C/C(*)=O,1171.62,True
P400307,*NC(CC(*)=O)C(=O)OC,1201.63,True
P400308,*NC(CC(*)=O)C(=O)OCC,1260.99,True
P400309,*NC(CC(*)=O)C(=O)OCCCC,1350.51,True
P400310,*NC(CC(*)=O)C(=O)OCCCCCC,1414.83,True
P400311,*NC(CC(*)=O)C(=O)OCCCCCCCC,1463.28,True
P400312,*NC(CC(*)=O)C(=O)OCCCCCCCCCCCC,1531.39,True
P400313,*NC(CC(*)=O)C(=O)OCCCCCCCCCCCCCCCCCC,1594.58,True
