PID,SMILES,Cp,No Zero Cp Group
P160021,*CCN(*)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1036.68,True
P160022,*CCN(*)C(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1223.24,True
P160023,*CCN(*)C(=O)c1ccc(Cl)cc1,1083.34,True
P160025,*CCCCCCCCCCNCCCCCCN*,1706.02,True
P160029,*CCCN(*)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1060.53,True
P160030,*CCS(=O)(=O)CCN1CCN(*)CC1,1404.81,True
P160031,*CCCN(*)C(C)=O,1483.88,True
P160032,*CCCN(*)C(=O)CC,1523.98,True
P160041,*CCCN(*)C(=O)C(C)(C)C,1523.26,True
P160044,*CCN(*)C(=O)CCC(=O)OC,1389.91,True
P160045,*CCN(*)C(=O)C(Cl)Cl,1043.25,True
P160046,*CCN(*)C(=O)C(Cl)(Cl)Cl,946.5,True
P160079,*CCCN*,1581.55,True
P160081,*N[Si](*)(C)C,1576.25,True
P160089,*C(=O)c1ccccc1-c1ccccc1C(=O)N1CCN(*)CC1,1160.68,True
P160090,*C(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N3CCN(*)CC3)cc2)cc1,1241.71,True
P160091,*C(=O)CCC1(CCC(=O)N2CCN(*)CC2)c2ccccc2-c2ccccc21,1239.87,True
P160096,*CCC1CC(=O)N(*)C1=O,1237.55,True
P164345,*\N=C\c1ccc(C=Nc2c(cc(cc2-c2ccccc2)-c2ccc(cc2)-c2cc(-c3ccccc3)c(*)c(c2)-c2ccccc2)-c2ccccc2)cc1,1035.51,True
P170001,*O[Si](C)(C)Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1,1250.65,True
P170002,*O[Si](c1ccccc1)(c1ccccc1)c1cccc(*)c1,1090.66,True
P170003,*CCC[Si](*)(C)c1ccc(N(C)C)cc1,1472.88,True
P170004,*CCC[Si](*)(c1ccccc1)c1ccc(N(C)C)cc1,1327.96,True
P170005,*CCC[Si](*)(C)c1ccccc1,1414.43,True
P170006,*C[Si](*)(C)C,1794.2,True
P170007,*CCC[Si](*)(C)C,1798.48,True
P170008,*CCC[Si](*)(c1ccc(C)cc1)c1ccc(C)cc1,1311.36,True
P170009,*O[Si](*)(CC)CC,1661.18,True
P170020,*O[Si](*)(CCC)CCC,1696.48,True
P170021,*O[Si](C)(C)O[Si](C)(C)O[Si](*)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,1170.67,True
P170023,*O[Si](C)(C)O[Si](*)(C)c1c(F)c(F)c(F)c(F)c1F,1217.1,True
P170024,*O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)c1c(F)c(F)c(F)c(F)c1F,1284.85,True
P170025,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1201.84,True
P170026,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1147.96,True
P170027,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1171.18,True
P170028,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1244.19,True
P170029,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)CC[Si](*)(C)CCC(F)(F)F,1350.16,True
P170030,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1306.51,True
P170031,*O[Si](*)(C)C,1592.93,True
P170032,*O[Si](*)(C)c1c(F)c(F)c(F)c(F)c1F,1111.15,True
P170033,*O[Si](*)(C)CCC(F)(F)F,1308.18,True
P170035,*O[Si](C)(Oc1ccc(*)cc1)c1ccccc1,1148.27,True
P170036,*O[Si](C)(Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1)c1ccccc1,1181.69,True
P170037,*O[Si](C)(C)Oc1ccc(*)cc1,1257.15,True
P170038,*O[Si](C)(C)c1c(F)c(F)c(F)c([Si](*)(C)C)c1F,1284.24,True
P170039,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)O[Si](C)(C)C,1592.93,True
P170040,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCc1ccccc1,1477.47,True
P170041,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)c1ccccc1,1446.86,True
P170042,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(c1ccccc1)c1cccc([Si](*)(C)c2ccccc2)c1,1341.07,True
P170043,*O[Si](C)(C)O[Si](C)(C)c1c(F)c(F)c(F)c([Si](*)(C)C)c1F,1343.43,True
P170044,*O[Si](C)(C)c1cccc(C(F)(F)C(F)(F)c2cccc([Si](*)(C)C)c2)c1,1207.21,True
P170045,*O[Si](C)(C)c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc([Si](*)(C)C)c2)c1,1179.22,True
P170046,*O[Si](C)(C)O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1452.61,True
P170047,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1512.74,True
P170048,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1cccc([Si](*)(C)C)c1,1499.38,True
P170049,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1499.38,True
P170050,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1480.67,True
P170051,*O[Si](O[Si](C)(C)c1ccc([Si](*)(C)C)cc1)(c1ccccc1)c1ccccc1,1258.03,True
P170064,*O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1405.84,True
P170065,*[Si](*)(CCCCCC)CCCCCC,1803.21,True
P170066,*O[Si](*)(c1ccccc1)c1ccccc1,1113.4,True
P170067,*O[Si](*)(c1ccccc1)c1ccc(C)cc1,1156.2,True
P170068,*[Si](*)(c1ccccc1)c1ccccc1,1119.43,True
P170069,*[Si](*)(C)C,1790.01,True
P170070,*O[Si](O[Si](O[Si](*)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccc(C)cc1,1128.37,True
P170071,*O[Si](*)(C)CCC,1661.18,True
P170072,*O[Si](*)(C)CCCCCCCC,1725.96,True
P170074,*O[Si](*)(C)CC,1633.52,True
P170075,*O[Si](*)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1098.8,True
P170076,*O[Si](*)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1074.62,True
P170077,*C/C=C/C[Si](*)(C)C,1700.18,True
P170078,*C/C=C/C[Si](*)(C)c1ccccc1,1382.99,True
P170079,*C/C=C/C[Si](*)(CCCOc1ccc(-c2ccccc2)cc1)c1ccccc1,1256.63,True
P170080,*C/C=C/C[Si](*)(CCCOc1ccccc1)c1ccccc1,1316.62,True
P170081,*C/C=C/C[Si](*)(C)CCCOc1ccc2ccccc2c1,1298.45,True
P170082,*C/C=C/C[Si](*)(C)CCCOc1ccc(-c2ccccc2)cc1,1335.76,True
P170083,*C/C=C/C[Si](*)(C)CCCOc1ccccc1,1440.38,True
P174325,*O[Si](*)(C)CCCCOc1ccc(-c2ccc(C#N)cc2)cc1,1237.85,True
P174326,*O[Si](*)(C)CCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2C)cc1,1311.63,True
P174327,*C[Si](*)(C)CCCCCC,1801.39,True
P174328,*O[Si](*)(C)CCCCCC,1708.42,True
P174329,*C[Si](*)(C)CCCN(CC)CC,1773.93,True
P174330,*C[Si](*)(C)CCCn1c2ccccc2c2ccccc21,1289.48,True
P174331,*O[Si](*)(C)CCCn1c2ccccc2c2ccccc21,1245.68,True
P174332,*C[Si](*)(C)CCCOCCOCCOC,1625.66,True
P174333,*O[Si](*)(C)CCCOCCOCCOC,1568.65,True
P174481,*C[Si](*)(CCC)CCC,1800.66,True
P174482,*C[Si](*)(CCCC)CCCC,1801.98,True
P174483,*C[Si](*)(CCCCC)CCCCC,1802.87,True
P174484,*C[Si](*)(CCCCCC)CCCCCC,1803.5,True
P190001,*CCC(*)=O,1315.51,True
P190002,*C(=O)C(*)(C)C,1299.08,True
P190003,*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,1006.4,True
P190004,*OS(=O)(=O)c1cccc(C(=O)c2cccc(S(=O)(=O)Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c2)c1,1009.83,True
P200001,*OS(=O)(=O)c1cccc(S(=O)(=O)Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)c1,1017.44,True
P200002,*CCCCCCS(*)(=O)=O,1363.46,True
P200003,*CCCCCCS(=O)(=O)CCCCCS(*)(=O)=O,1341.41,True
P200004,*CCCCCCS(=O)(=O)CCCCS(*)(=O)=O,1317.06,True
P200005,*CCCCCS(*)(=O)=O,1317.06,True
P200006,*CCCCCS(=O)(=O)CCCCS(*)(=O)=O,1290.03,True
P200007,*CCNS(*)(=O)=O,1072.9,True
P200008,*CCCNS(*)(=O)=O,1157.92,True
P200009,*C1CCCCC1S(*)(=O)=O,1248.89,True
P200010,*C1CCCC(S(*)(=O)=O)C1,1248.89,True
P200011,*OS(=O)(=O)c1ccc(*)cc1,932.37,True
P200012,*CC(c1ccccc1)S(*)(=O)=O,1049.56,True
P200013,*CCCCS(*)(=O)=O,1259.84,True
P200014,*CCCS(*)(=O)=O,1187.49,True
P200016,*CC(C)(C)CS(*)(=O)=O,1257.08,True
P200018,*c1ccc(Cc2ccc(S(*)(=O)=O)cc2)cc1,1011.59,True
P200020,*CC(C)S(*)(=O)=O,1147.93,True
P204529,*OS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,966.18,True
P204562,*CC(C)(CC)CS(*)(=O)=O,1309.15,True
P209040,*CS(=O)(=O)C1CCC(*)S(=O)(=O)C1,1106.14,True
P210001,*c1ccc(*)cc1,1035.59,True
P210002,*Cc1ccc(*)cc1,1155.71,True
P210003,*c1ccc(C(*)C)cc1,1203.14,True
P210004,*Cc1cc(C)c(*)cc1C,1287.55,True
P210006,*CCc1ccc(*)cc1,1243.47,True
P210007,*CCc1cccc(*)c1,1243.47,True
P210008,*CCc1ccc(*)c(C)c1,1299.82,True
P210009,*CCc1ccc(*)c(CC)c1,1353.67,True
P210010,*CCc1cc(C)c(*)cc1C,1342.7,True
P210011,*CCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1087.55,True
P210012,*CCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1087.55,True
P210013,*CCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1098.85,True
P210014,*CCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1098.85,True
P210015,*CCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1120.43,True
P210016,*CCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1120.43,True
P210017,*CCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1159.86,True
P210018,*CCCCCCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1195.02,True
P210019,*CCCCCCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1195.02,True
P210020,*CCc1ccc(*)c(C#N)c1,1143.58,True
P210021,*CCc1ccc(*)c(Cl)c1,1080.92,True
P210022,*CCc1ccc(*)c(Br)c1,814.05,True
P210023,*CCc1cc(Cl)c(*)cc1Cl,981.92,True
P210024,*CCc1ccc(*)c2ccccc12,1091.35,True
P210025,*Cc1cc(*)c(N)c(C)c1N,1215.9,True
P210026,*c1cccc(*)c1,1035.59,True
P210027,*/C=C/c1ccc(*)cc1,1136.81,True
P210029,*CCc1ccc(Cc2ccc(*)cc2)cc1,1202.76,True
P210030,*c1ccc(C2C(C(=O)OCC)C(*)C2C(=O)OCC)cc1,1260.28,True
P210031,*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,1061.25,True
P210032,OCC(*)=C=C=C(*)CO,1072.58,True
P210033,*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,1214.68,True
P210034,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,1044.88,True
P210035,*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,1044.48,True
P210036,*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(F)cc1,1012.19,True
P210037,*=C=C=C(CO)C(=*)C#CCO,972.95,True
P210038,*=C=C=C(COC(=O)Nc1ccccc1)C(=*)C#CCOC(=O)Nc1ccccc1,1042.53,True
P210039,*c1ccc(C2C(C(=O)OC)C(*)C2C(=O)OC)cc1,1197.96,True
P210040,*CCc1ccc(-c2ccc(*)cc2)cc1,1155.71,True
P210042,*c1ccc(C(F)(F)C(*)(F)F)cc1,1003.91,True
P210043,*c1cccc(-c2cccc(C(F)(F)C(F)(F)C(*)(F)F)c2)c1,1007.9,True
P210044,*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,876.75,True
P210045,*c1cccc(C(F)(F)C(F)(F)C(*)(F)F)c1,998.58,True
P210046,*CC(c1ccccc1)c1ccc(*)cc1,1139.34,True
P210047,*CCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,1159.86,True
P210048,*c1ccc2cc(C3C(C(=O)Oc4ccc(Cl)cc4Cl)C(*)C3C(=O)Oc3ccc(Cl)cc3Cl)ccc2c1,946.02,True
P210050,*c1ccc(C2C(C(=O)Oc3ccccc3)C(*)C2C(=O)Oc2ccccc2)cc1,1091.84,True
P210051,*c1ccc(C2C(C#N)(C(=O)OCCC)C(*)C2(C#N)C(=O)OCCC)cc1,1213.46,True
P210052,Cc1ccc(cc1)S(=O)(=O)OCCCCC(*)=C=C=C(*)CCCCOS(=O)(=O)c1ccc(C)cc1,1172.21,True
P210053,CCNC(=O)OCCCCC(*)=C=C=C(*)CCCCOC(=O)NCC,1339.86,True
P210054,*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,1198.24,True
P210060,*CCc1cc(Cl)c(*)c(Cl)c1,981.92,True
P210062,*C(*)=NC(C)c1ccccc1,1197.66,True
P214530,*CCc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,922.53,True
P214531,*CCc1c(C)c(C)c(*)c(C)c1C,1483.98,True
P214532,*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccccc1,1065.62,True
P214561,*CCc1cc(*)c(C)cc1C,1342.7,True
P214568,*c1ccc(*)c(O)c1,966.42,True
P214592,*CCc1ccc(*)c(C(C)=O)c1,1208.44,True
P214593,*CCc1ccc(*)c(C(=O)OC)c1,1230.73,True
P219039,*C1c2cccc3cccc(c23)C1*,994.3,True
P310001,*CCC1(*)CCCCC1,1666.64,True
P310002,*CCCC1(*)CCCCC1,1682.53,True
P310003,*CCC(*)C1CCCC1,1663.46,True
P310004,*CC(*)C1CCCCCC1,1679.71,True
P310005,*CCC(C)(C)C(*)(C)C,1663.87,True
P310006,*C1CCC2C(*)CCC12,1514.2,True
P310007,*C1CC2C3CC4C(C3*)C24C1,1330.22,True
P310008,*C1C(*)C2CC1C1CCCC21,1452.93,True
P310009,*C1CC2C3CCC(C3)C2C1*,1452.93,True
P310010,*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],1707.54,True
P310011,*C1CCCCC1*,1614.32,True
P310012,*CCC1CC(*)C2CCCC12,1574.57,True
P310013,*C12CC3CC(C1)CC(*)(C3)C2,1458.14,True
P310015,*CCCC(*)C,1747.47,True
P312001,*CC(*)C1CCCCC1C,1645.9,True
P312002,*CC(*)C1CCC(C(C)(C)C)CC1,1638.34,True
P312003,*CCCC(*)CC,1757.45,True
P312004,*CCCCCC(*)C,1764.58,True
P312005,*CCCCCC(*)CC,1769.93,True
P312006,*CCCCCC(*)CCC,1774.09,True
P312007,*CCCCCC(*)CCCC,1777.41,True
P312008,*CCCCCC(*)CCCCCC,1782.4,True
P312009,*CCCCCC(*)CCCCCCCC,1785.97,True
P312010,*CCCCCC(*)CCCCCCCCCC,1788.64,True
P312011,*CCCCCC(*)CCCCCCCCCCCC,1790.72,True
P312012,*CCCCCC(*)CCCCCCCCCCCCCC,1792.39,True
P312013,*C([2H])([2H])C(*)(C([2H])([2H])[2H])C([2H])([2H])[2H],1663.87,True
P312014,*CC(*)CCCCCCCCCCCCCCCCCC,1792.39,True
P312022,*C1CCC(*)C1,1574.57,True
P312024,*C1C2CCC(C2)C1*,1470.53,True
P312030,*CCC([2H])C(*)([2H])C,1747.47,True
P312031,*C1C2CC(C)C(C2)C1*,1475.37,True
P312033,*C12CC3CC(*)(C1)CC(CCCC)(C3)C2,1540.86,True
P312034,*C1CC2CC1C(*)C2CCCC,1568.34,True
P312035,*C1CC2CC1C(*)C2CCCCCC,1605.95,True
P312036,*C1CC2CC1C(*)C2CCCCCCCCCC,1654.15,True
P312038,*CCC1CC(*)C2C3CC(CC)C(C3)C12,1535.34,True
P312041,*CCC1CCC(*)C1,1642.47,True
P312042,*CCC1CC(*)C2C3CCC(C3)C12,1514.2,True
P312047,*C*,1807.36,True
P320001,*CC(*)c1ccc(C(=O)OCCN(CC)CC)cc1,1399.15,True
P320002,*CC(*)c1ccc(/C(Cc2ccccc2)=N/O)cc1,1149.23,True
P320003,*CC(*)c1ccccc1COCCCCCCCC,1502.77,True
P320005,*CC(*)c1ccc2ccc3cccc4ccc1c2c34,949.42,True
P320006,*CC(*)c1ccc(C(O)C(F)(F)F)cc1,1101.78,True
P320007,*CC(*)c1ccc(C=C)cc1,1236.75,True
P320009,*CC(*)c1cc(OC(C)CC)ccc1OC(C)CC,1417.54,True
P320010,*CC(*)c1cc(O)ccc1O,1079.37,True
P320011,*CC(*)c1cc(OC)ccc1OC,1268.91,True
P320012,*C(c1ccoc1)C(*)[N+](=O)[O-],1090.5,True
P320014,*CC(*)c1ccc(C=O)cc1,1151.31,True
P320015,*CC(*)c1ccc(C(=O)OOC(C)(C)C)cc1,1249.9,True
P320017,*CC(*)c1ccc([Si](C)(C)OC(C)C)cc1,1419.53,True
P320018,*CC(*)c1cccc(OC(C)=O)c1,1212.54,True
P320019,*CC(*)c1cccc(NC(C)=O)c1,1165.96,True
P320020,*CC(*)(C)c1ccc2ccccc2c1,1148.77,True
P320021,*CC(*)c1ccc(OC)cc1Cl,1113.5,True
P320022,*CC(*)c1ccc(S(=O)(=O)O)cc1,1013.77,True
P320024,*CC(*)c1ccc(C([Si](C)(C)C)[Si](C)(C)C)cc1,1514.43,True
P320025,*CC(*)c1ccc(C[Si](C)(C)C)cc1,1446.04,True
P320026,*CC(*)c1c([2H])c([2H])c([2H])c([2H])c1[2H],1215.14,True
P320027,*CC(*)c1ccc(O)c(O)c1,1079.37,True
P320028,*CC(*)c1ccc(OC)c(OC)c1,1268.91,True
P320029,*CC(*)c1ccc(O[Si](C)(C)C(C)(C)C)c(O[Si](C)(C)C(C)(C)C)c1,1492.24,True
P320030,*CC(*)c1ccc(C#C[Si](C)(C)C)cc1,1298.93,True
P320031,*CC(*)c1cccc(C#C[Si](C)(C)C)c1,1298.93,True
P320032,*CC(*)c1ccccc1C#C[Si](C)(C)C,1298.93,True
P320033,*CC(*)c1ccc(CCC#C[Si](C)(C)C)cc1,1365.48,True
P320034,*CC(*)c1ccc(C#C)cc1,1104.44,True
P320035,*CC(*)c1ccc(CCC#C)cc1,1230.67,True
P320041,*C(c1ccccc1)C(*)(C#N)C#N,1020.96,True
P320042,*C(c1ccccc1)C(*)(C#N)C(=O)OCC,1166.15,True
P320047,*CC(*)(C)c1ccc(C#N)cc1,1161.11,True
P320048,*CC(NC=O)C(c1ccccc1)C(*)(C#N)C(=O)OC,1149.56,True
P320049,*CC(*)(OC(C)=O)c1ccc(OC(C)=O)cc1,1199.5,True
P320050,*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1189.38,True
P320051,*CC(*)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1235.9,True
P320052,*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1268.19,True
P320053,*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,1158.93,True
P320054,*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1153.39,True
P320055,*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1188.05,True
P320056,*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1214.67,True
P320057,*CC(CC(*)(C#N)C#N)c1ccc(OC(C)=O)cc1,1157.93,True
P320058,*CC(CC(*)(C#N)C#N)c1ccc(F)cc1,1112.32,True
P320059,*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,1054.18,True
P320060,*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,1099.97,True
P320061,*CC(*)c1ccc([N+](=O)[O-])cc1,1142.84,True
P320063,*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1130.82,True
P320064,*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1078.76,True
P322001,*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)C)cc1,1462.94,True
P322002,*CC(*)c1ccccc1O,1138.22,True
P322003,*CC(*)c1cccc(O)c1,1138.22,True
P322004,*CC(*)c1cc(OC)c(OC(C)=O)c(OC)c1,1252.07,True
P322005,*CC(*)c1cc(OC)c(O)c(OC)c1,1211.74,True
P322006,*C(/C=N/c1ccccc1C(=O)O)C(*)c1ccccc1,1087.04,True
P322009,*CC(*)c1ccc(COc2ccc(-c3ccc(C#N)cc3)cc2)cc1,1106.41,True
P322010,*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,1039.01,True
P322011,*CC(*)c1ccccc1Br,797.93,True
P322012,*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,1186.7,True
P322013,*CC(*)c1ccc(C2CCCCC2)cc1,1406.99,True
P322014,*CCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1233.51,True
P322015,*CCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1260.66,True
P322016,*CCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1285.36,True
P322017,*CCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1307.93,True
P322018,*CCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1328.63,True
P322019,*CCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1347.67,True
P322020,*CCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1365.27,True
P322021,*CCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1381.56,True
P322022,*CCCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1396.7,True
P322025,*CC(*)c1cccc(Br)c1,797.93,True
P322026,*CC(*)c1ccc(OC(C)=O)c(OC)c1,1235.91,True
P322027,*CC(*)c1ccc(O)c(OC)c1,1182.99,True
P322031,*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1099.37,True
P322032,*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)cc1,1490.6,True
P322033,*CC(*)c1ccc([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1,1490.6,True
P322034,*CC(*)c1ccc([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1,1508.55,True
P322039,*CC(*)c1ccc(CCl)cc1,1128.35,True
P322044,*CC(*)(C)c1ccc(C(O)C(F)(F)F)cc1,1129.75,True
P322048,*CC(*)(C)c1ccc(F)cc1,1194.53,True
P322049,*CC(*)(C)c1ccc(Br)cc1,850.24,True
P322051,*CC(*)c1ccc([Si](C)(C)O)cc1,1313.16,True
P322056,*CC(*)c1ccccc1OC(C)=O,1212.54,True
P322058,*CC(*)c1ccc(Cn2c3ccccc3c3ccccc32)cc1,1128.62,True
P322067,*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)O,1170.44,True
P322081,*CC(*)c1cc(OC(=O)c2ccc(CCCC)cc2)ccc1OC(=O)c1ccc(CCCC)cc1,1262.61,True
P322082,*CCC(c1ccccc1)C(*)c1ccccc1,1215.14,True
P322086,*CC(*)c1cccc[n+]1C,1311.06,True
P322087,*CC(*)c1cc[n+](CCCC)cc1,1439.77,True
P322090,*CC(*)c1cc(C(=O)Oc2ccc(OC)cc2)ccc1C(=O)Oc1ccc(OC)cc1,1132.42,True
P322092,*CC(*)c1cc[n+](C)cc1,1311.06,True
P322093,*CC(*)c1c(F)c(F)c(OCC(F)(F)C(F)(F)F)c(F)c1F,1085.93,True
P322094,*CC(*)c1c(F)c(F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,1039.8,True
